id,REF_1,REF_10,REF_11,REF_2,REF_3,REF_4,REF_5,REF_6,REF_7,REF_8,REF_9,REF_Heizungstausch,REF_Thermische_Sanierung,REF_Year,REF_COUNT
1249,1,1,0,1,0,1,1,0,0,1,0,1,1,2016,6
1250,0,0,,0,0,0,1,0,0,0,0,1,0,,1
1251,0,0,0,0,0,0,1,0,0,0,0,1,0,2022,1
1252,0,0,,0,0,0,1,1,1,1,0,1,0,vor 2010,4
1253,0,0,0,0,0,0,1,0,0,0,0,1,0,2020,1
1254,0,0,,0,0,0,1,0,0,1,0,1,0,2023,2
1255,0,0,,0,0,0,1,0,0,1,1,1,0,2022,3
1256,0,0,0,0,0,0,1,0,1,1,0,1,0,,3
1257,1,0,,1,1,1,0,1,1,0,0,0,1,2011,6
1258,0,0,,0,1,0,0,0,1,0,0,0,1,2014,2
1259,1,,1,1,0,0,0,0,0,0,0,0,1,2010,3
1260,1,0,,1,0,1,0,1,1,1,1,0,1,2010,7
1261,0,0,,1,0,1,0,0,1,0,0,0,1,2010,3
1262,0,0,1,0,0,1,0,0,1,0,0,0,1,2018,3
1263,0,1,,1,1,0,0,0,0,1,0,0,1,2019,4
1264,0,0,,0,0,1,0,1,1,1,1,0,1,2017,5
1265,0,0,1,1,0,1,0,0,0,0,0,0,1,2022,3
1266,0,0,,0,0,1,0,0,0,1,0,0,1,2022,2
1267,0,0,,1,0,0,0,0,1,1,0,0,1,2019,3
1268,,,,,,,,,,,,0,0,,0
1269,,,,,,,,,,,,0,0,,0
1270,,,,,,,,,,,,0,0,,0
1271,,,,,,,,,,,,0,0,,0
1272,,,,,,,,,,,,0,0,,0
1273,0,1,0,0,0,0,0,1,0,1,1,0,0,2023,4
1274,,,,,,,,,,,,0,0,,0
1275,1,1,0,1,1,1,1,1,0,1,0,1,1,2019,8
1276,0,0,0,1,0,1,1,0,0,0,0,1,1,2020,3
1277,0,0,0,0,0,0,1,0,0,0,0,1,0,2017,1
1278,,,,,,,,,,,,0,0,,0
1279,,,,,,,,,,,,0,0,,0
1280,,,,,,,,,,,,0,0,,0
1281,0,0,,0,0,0,0,0,0,1,1,0,0,2022,2
1282,0,0,,1,1,1,1,0,1,0,0,1,1,2020,5
1283,0,1,0,1,0,0,1,0,0,1,1,1,1,2019,5
1284,,,,,,,,,,,,0,0,,0
1285,1,1,,1,1,1,1,0,0,1,1,1,1,2021,8
1286,0,0,0,1,0,0,1,0,0,1,1,1,1,2021,4
1287,0,1,0,1,1,1,1,0,0,1,0,1,1,2019,6
1288,1,0,0,1,0,1,1,0,1,1,0,1,1,2017,6
1289,0,0,0,1,0,0,1,0,0,0,0,1,1,2019,2
1290,0,0,,0,0,0,1,0,1,1,0,1,0,,3
1291,0,0,,0,0,0,1,0,0,1,0,1,0,2022,2
1292,1,0,,1,1,1,0,0,1,1,1,0,1,2013,7
1293,0,0,,1,0,1,0,1,1,1,0,0,1,2016,5
1294,,,,,,,,,,,,0,0,,0
1295,,,,,,,,,,,,0,0,,0
1296,0,0,,0,0,0,0,0,0,1,1,0,0,2020,2
1297,,,,,,,,,,,,0,0,,0
1298,0,0,,0,0,0,0,0,1,0,0,0,0,2018,1
1299,1,0,,0,1,0,1,1,0,0,0,1,1,,4
1300,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
1301,,,,,,,,,,,,0,0,,0
1302,1,0,,0,0,1,1,0,0,1,0,1,1,2020,4
1303,0,0,0,1,0,0,0,0,1,1,0,0,1,2021,3
1304,0,0,,0,0,0,0,0,1,0,0,0,0,2016,1
1305,,,,,,,,,,,,0,0,,0
1306,0,1,,0,0,1,1,0,1,1,1,1,1,2021,6
1307,,,,,,,,,,,,0,0,,0
1308,1,0,0,0,0,0,1,0,1,1,0,1,1,2022,4
1309,0,0,,0,0,0,0,1,0,1,1,0,0,2023,3
1310,0,0,,0,0,0,1,0,0,0,0,1,0,2019,1
1311,1,0,,1,1,1,1,1,1,0,0,1,1,2020,7
1312,1,0,0,1,1,1,1,1,0,1,1,1,1,2013,8
1313,1,0,1,1,0,1,1,0,0,1,0,1,1,,6
1314,0,1,0,1,0,1,1,0,0,0,,1,1,2018,4
1315,1,1,,1,0,1,1,0,0,1,0,1,1,2022,6
1316,0,0,1,0,0,1,1,1,0,0,0,1,1,2022,4
1317,1,0,,0,0,1,1,0,1,1,0,1,1,2022,5
1318,0,,,0,0,1,1,1,0,1,1,1,1,2022,5
1319,1,0,,1,0,1,1,0,1,0,0,1,1,vor 2010,5
1320,1,0,,1,0,1,1,1,0,0,0,1,1,2017,5
1321,1,,,1,0,1,1,0,1,1,0,1,1,2022,6
1322,1,0,,0,0,1,1,1,1,1,1,1,1,2016,7
1323,0,0,,0,0,1,1,0,0,0,0,1,1,2017,2
1324,0,0,0,1,0,1,1,0,0,0,0,1,1,2020,3
1325,1,0,,1,0,1,1,1,1,0,0,1,1,2018,6
1326,1,1,0,1,0,1,1,0,1,0,0,1,1,2020,6
1327,1,0,,1,0,1,1,1,1,1,1,1,1,2022,8
1328,1,1,0,0,0,1,1,1,1,1,0,1,1,2016,7
1329,0,0,0,0,0,0,1,0,0,0,0,1,0,2020,1
1330,0,,,0,0,0,1,1,0,1,1,1,0,2022,4
1331,0,0,,0,0,0,1,1,0,1,0,1,0,2020,3
1332,,,,,,,,,,,,0,0,,0
1333,,,,,,,,,,,,0,0,,0
1334,,,,,,,,,,,,0,0,,0
1335,0,1,,0,0,0,0,0,1,1,1,0,0,2023,4
1336,,,,,,,,,,,,0,0,,0
1337,0,0,,0,0,1,1,0,0,0,0,1,1,2022,2
1338,1,0,,1,1,1,1,0,0,0,0,1,1,,5
1339,,,,,,,,,,,,0,0,,0
1340,,,,,,,,,,,,0,0,,0
1341,0,0,,0,0,1,1,1,0,0,0,1,1,2019,3
1342,1,0,,1,1,1,1,0,1,0,0,1,1,2022,6
1343,0,0,,1,0,0,1,0,0,0,0,1,1,2021,2
1344,1,0,0,1,0,1,1,0,1,1,0,1,1,2019,6
1345,1,0,,1,0,1,1,0,1,1,0,1,1,2023,6
1346,0,0,,0,0,1,1,0,0,0,0,1,1,,2
1347,0,1,,1,0,0,1,0,0,1,1,1,1,2019,5
1348,0,1,,1,1,1,1,0,0,1,1,1,1,2020,7
1349,0,0,0,0,0,0,1,0,1,1,0,1,0,2021,3
1350,1,1,,1,1,1,0,0,0,1,0,0,1,2016,6
1351,1,0,0,1,0,1,0,1,1,1,0,0,1,2022,6
1352,1,0,,1,0,1,0,0,1,1,0,0,1,2022,5
1353,1,0,,1,0,1,0,1,1,1,1,0,1,2013,7
1354,,,,,,,,,,,,0,0,,0
1355,,,,,,,,,,,,0,0,,0
1356,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0
1357,0,0,,0,0,0,0,0,0,1,0,0,0,vor 2010,1
1358,,,,,,,,,,,,0,0,,0
1359,,,,,,,,,,,,0,0,,0
1360,1,1,,1,1,1,1,1,1,1,1,1,1,2022,10
1361,0,0,,0,0,1,1,0,0,0,0,1,1,2020,2
1362,0,1,,0,0,1,1,0,0,1,0,1,1,2021,4
1363,1,0,,1,0,1,1,1,1,0,0,1,1,,6
1364,0,0,,1,0,0,1,1,1,0,0,1,1,2019,4
1365,0,1,0,0,0,1,1,0,0,1,0,1,1,2021,4
1366,0,1,,1,0,0,1,0,1,0,0,1,1,2014,4
1367,1,1,,1,1,1,0,1,0,1,1,0,1,2023,8
1368,0,0,,1,1,1,0,0,0,1,1,0,1,2022,5
1369,,,,,,,,,,,,0,0,,0
1370,1,0,,1,1,1,1,0,0,1,0,1,1,2017,6
1371,1,0,0,1,0,1,1,1,1,0,0,1,1,2020,6
1372,1,0,,1,0,1,1,1,1,0,0,1,1,vor 2010,6
1373,0,1,,1,0,0,1,0,0,1,1,1,1,2019,5
1374,0,0,,0,0,0,1,1,1,1,1,1,0,2022,5
1375,,,,,,,,,,,,0,0,,0
1376,1,0,0,1,1,1,1,0,1,0,0,1,1,2013,6
1377,1,0,,1,1,1,1,0,0,0,0,1,1,2023,5
1378,1,1,,1,1,1,1,0,0,1,0,1,1,vor 2010,7
1379,1,0,,1,1,1,1,1,1,1,0,1,1,2013,8
1380,1,1,,1,1,1,1,1,1,0,0,1,1,2020,8
1381,0,0,,1,1,1,1,1,0,1,0,1,1,2016,6
1382,1,0,0,1,0,1,1,1,1,0,0,1,1,vor 2010,6
1383,1,1,,0,0,1,1,0,1,1,1,1,1,vor 2010,7
1384,0,0,,0,0,1,1,0,1,1,1,1,1,vor 2010,5
1385,0,0,,1,0,0,1,0,1,1,1,1,1,2014,5
1386,0,0,,0,0,1,1,0,0,0,0,1,1,2021,2
1387,0,,,0,0,1,1,0,0,0,0,1,1,2013,2
1388,0,0,,1,0,1,1,0,1,0,0,1,1,2022,4
1389,0,1,,0,0,0,1,0,0,1,0,1,0,2021,3
1390,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
1391,0,1,,0,0,0,1,1,1,1,1,1,0,2022,6
1392,0,1,,0,0,0,1,1,1,1,1,1,0,2023,6
1393,0,0,,0,0,0,1,0,0,0,0,1,0,2021,1
1394,0,0,,0,0,1,0,1,1,0,0,0,1,,3
1395,1,0,,1,0,1,0,0,1,1,0,0,1,2021,5
1396,0,0,,1,0,0,0,0,0,0,0,0,1,2017,1
1397,,,,,,,,,,,,0,0,,0
1398,,,,,,,,,,,,0,0,,0
1399,,,,,,,,,,,,0,0,,0
1400,,,,,,,,,,,,0,0,,0
1401,,,,,,,,,,,,0,0,,0
1402,,,,,,,,,,,,0,0,,0
1403,0,0,,0,0,0,0,0,0,0,0,0,0,,0
1404,,,,,,,,,,,,0,0,,0
1405,,,,,,,,,,,,0,0,,0
1406,1,0,1,1,1,1,1,1,1,1,0,1,1,2019,9
1407,0,0,,1,0,1,1,0,1,0,0,1,1,2012,4
1408,1,1,,1,0,1,1,0,1,1,1,1,1,2023,8
1409,1,0,,1,0,1,1,0,0,1,0,1,1,2010,5
1410,0,0,,1,0,1,1,0,1,1,1,1,1,2023,6
1411,0,0,,0,0,0,1,1,1,1,1,1,0,2022,5
1412,0,0,,0,0,0,1,0,1,1,0,1,0,2021,3
1413,,,,,,,,,,,,0,0,,0
1414,1,1,1,1,0,1,1,1,1,1,,1,1,2023,9
1415,,,,,,,,,,,,0,0,,0
1416,,,,,,,,,,,,0,0,,0
1417,1,0,,1,1,1,1,1,1,0,0,1,1,2019,7
1418,1,0,,1,1,1,1,1,1,1,0,1,1,2017,8
1419,0,0,,1,0,1,1,0,1,0,0,1,1,2014,4
1420,1,1,,1,1,1,1,1,1,1,0,1,1,2018,9
1421,1,0,,1,1,1,1,1,0,1,0,1,1,2019,7
1422,0,1,,1,0,1,1,1,1,1,1,1,1,2021,8
1423,0,0,0,1,0,1,1,0,1,0,0,1,1,2016,4
1424,0,1,0,1,0,0,1,0,0,1,0,1,1,2022,4
1425,0,0,1,1,0,0,1,1,0,1,1,1,1,2021,6
1426,0,0,,0,0,1,1,0,1,1,1,1,1,2020,5
1427,0,,0,0,1,0,1,0,1,1,1,1,1,2022,5
1428,0,0,,1,0,1,1,0,1,1,1,1,1,2012,6
1429,0,0,,0,0,0,1,0,0,0,0,1,0,2018,1
1430,0,0,,0,0,0,1,0,0,0,0,1,0,2015,1
1431,1,1,,1,0,1,0,0,1,1,0,0,1,2023,6
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0
1433,,,,,,,,,,,,0,0,,0
1434,,,,,,,,,,,,0,0,,0
1435,0,0,,0,0,0,1,0,0,0,0,1,0,2020,1
1436,0,0,,0,0,0,0,0,0,0,0,0,0,2018,0
1437,,,,,,,,,,,,0,0,,0
1438,1,0,,1,1,1,1,0,1,1,1,1,1,2021,8
1439,1,1,,1,0,1,1,1,0,1,0,1,1,2020,7
1440,1,0,,1,0,1,1,0,0,0,0,1,1,2017,4
1441,1,0,,1,0,1,1,1,1,1,1,1,1,2022,8
1442,0,0,,0,0,0,1,0,1,0,0,1,0,2017,2
1443,0,0,,0,0,0,1,0,0,0,0,1,0,2022,1
1444,0,0,,0,0,0,1,0,1,1,0,1,0,2017,3
1445,1,0,,0,0,1,0,1,1,0,0,0,1,,4
1446,0,,,0,0,0,0,0,0,1,1,0,0,2017,2
1447,,,,,,,,,,,,0,0,,0
1448,,,,,,,,,,,,0,0,,0
1449,0,0,,0,0,0,1,0,0,0,0,1,0,vor 2010,1
1450,0,0,0,0,0,0,1,1,1,0,0,1,0,vor 2010,3
1451,,,,,,,,,,,,0,0,,0
1452,,,,,,,,,,,,0,0,,0
1453,0,0,,0,0,0,0,0,0,1,1,0,0,2020,2
1454,0,1,0,0,0,0,0,0,1,1,1,0,0,,4
1455,1,0,,0,0,0,1,0,1,1,0,1,1,vor 2010,4
1456,0,0,,0,1,0,1,0,1,1,1,1,1,vor 2010,5
1457,0,1,,1,0,1,1,0,0,1,1,1,1,2022,6
1458,0,0,,0,0,0,1,0,1,1,0,1,0,2021,3
1459,0,0,0,0,0,0,0,0,0,1,1,0,0,2022,2
1460,0,0,,1,0,1,1,1,1,0,0,1,1,2022,5
1461,,,,,,,,,,,,0,0,,0
1462,0,1,,1,0,1,1,0,1,1,0,1,1,2017,6
1463,0,0,,0,0,1,0,1,1,1,0,0,1,2012,4
1464,1,1,,1,1,1,1,1,1,1,1,1,1,2020,10
1465,0,1,,1,0,1,1,1,0,1,0,1,1,2022,6
1466,0,0,,1,0,0,0,1,1,1,1,0,1,2015,5
1467,,,,,,,,,,,,0,0,,0
1468,0,0,,0,0,0,0,0,0,1,1,0,0,2021,2
1469,,,,,,,,,,,,0,0,,0
1470,0,0,,0,0,0,1,1,1,0,0,1,0,,3
1471,0,0,0,0,0,1,1,0,0,1,0,1,1,2019,3
1472,0,0,,1,0,1,0,0,0,0,0,0,1,2022,2
1473,1,0,,1,0,1,0,0,1,1,0,0,1,2017,5
1474,0,0,,1,0,1,1,1,0,1,0,1,1,2015,5
1475,1,0,0,1,0,1,1,0,0,0,0,1,1,2023,4
1476,,,,,,,,,,,,0,0,,0
1477,0,0,0,0,0,0,1,0,0,0,0,1,0,2021,1
1478,,,,,,,,,,,,0,0,,0
1479,0,0,,1,0,0,1,0,0,1,0,1,1,2021,3
1480,0,0,0,1,0,0,1,1,1,0,0,1,1,2020,4
1481,0,1,,0,0,0,1,1,1,1,0,1,0,2023,5
1482,1,0,,1,1,1,0,0,1,1,0,0,1,2019,6
1483,,,,,,,,,,,,0,0,,0
1484,,,,,,,,,,,,0,0,,0
1485,,,,,,,,,,,,0,0,,0
1486,0,0,,1,0,1,0,1,0,1,1,0,1,2018,5
1487,1,0,,1,1,1,1,0,0,0,0,1,1,2022,5
1488,0,0,,0,0,1,1,0,0,1,0,1,1,2021,3
1489,1,0,,1,0,1,1,1,1,0,0,1,1,2014,6
1490,1,1,,1,0,1,1,0,1,1,0,1,1,2022,7
1491,0,0,0,0,0,0,1,0,0,0,0,1,0,2020,1
1492,1,0,,1,1,1,0,0,1,0,0,0,1,2021,5
1493,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,1
